accession,spec count,peptide num,avg int m/z_126.127725,avg int m/z_127.12476,avg int m/z_128.134433,avg int m/z_129.131468,avg int m/z_130.141141,avg int m/z_131.138176,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,description
P08123,8,8,106110.5,141254.25,150552.25,190107.75,278169.25,298361.5,102926.88,145790.62,156320.38,177533,293345.75,293083.5,Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7
P19022,6,6,413274.67,412481.83,361619.33,506116.17,401538.83,432187.17,400877.17,425729.67,375474.67,472639.67,423446.5,424542.17,Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4
P50895,3,3,490474.33,435359.33,473515.67,456628.67,449034.67,466090,475760.67,449341.67,491658.67,426425.67,473533.33,457845.33,Basal cell adhesion molecule OS=Homo sapiens OX=9606 GN=BCAM PE=1 SV=2
Q99733,2,2,131743,139216,117099,173213.5,148224,152366,127790.5,143687,121585,161756,156310.5,149670.5,Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1
Reverse_sp|O95837|GNA14_HUMAN,2,2,560692.5,508505.5,499814.5,523589,460359.5,502522.5,543873,524837.5,518965,488956.5,485476,493633.5,Guanine nucleotide-binding protein subunit alpha-14 OS=Homo sapiens OX=9606 GN=GNA14 PE=1 SV=1
O14967,4,4,426235.75,365030.5,421270.75,390040,369430.5,376695.5,413449.5,376754.25,437411.75,364241.25,389586,370031.75,Calmegin OS=Homo sapiens OX=9606 GN=CLGN PE=1 SV=1
P28838,3,3,337266.33,314121.67,365224.33,377929,416575.33,382428.67,327148.67,324210.33,379218,352931.33,439303.33,375663.67,Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3
P16671,4,4,606515.5,1011979,563905,660315,632062,614033.75,588321,1044482,585511.25,616639.5,666546.75,603172.25,Platelet glycoprotein 4 OS=Homo sapiens OX=9606 GN=CD36 PE=1 SV=2
O75955,3,3,521557.33,448872.33,453639.67,528841,519873.33,514409.33,505911.33,463289,471021,493861.67,548237,505310,Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3
P60842,2,2,469827,460791.5,443088.5,468075,451258,437401,455733,475591,460065.5,437114.5,475878,429663.5,Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1
Q14240,2,2,469827,460791.5,443088.5,468075,451258,437401,455733,475591,460065.5,437114.5,475878,429663.5,Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2
P04439,2,2,236429.5,753368,258980.5,293361,327755,295731.5,229336.5,777564.5,268903.5,273957,345637,290500,"HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2"
Q9Y371,2,2,341824.5,328453.5,331151,402346,309181.5,387168,331570,339002.5,343839,375733,326050,380319,Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1
Q16762,2,2,703438,640148.5,638194.5,710399.5,736012,678044.5,682336,660709,662647.5,663411,776168,666051,Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4
O95202,5,5,357084.8,334511.4,356173.2,373082.8,369929.4,357125.8,346372.8,345254.8,369820.2,348405.6,390112.2,350808.4,Mitochondrial proton/calcium exchanger protein OS=Homo sapiens OX=9606 GN=LETM1 PE=1 SV=1
Reverse_sp|A0A087WXM9|MEIKN_HUMAN,3,3,748328.67,720556,666733,871394,769001.67,771088,725880.33,743698.67,692279.33,813757.33,810958,757448.67,Meiosis-specific kinetochore protein OS=Homo sapiens OX=9606 GN=MEIKIN PE=2 SV=2
O75367,2,2,897999,900304.5,876688,871259,884883.5,942137,871061,929220,910279,813631,933162,925472.5,Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=MACROH2A1 PE=1 SV=4
Q6IBS0,2,2,234967.5,208796.5,213989.5,232968.5,213850.5,252371.5,227918.5,215502.5,222188.5,217559,225518,247907.5,Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2
P35443,5,5,299972,310730.2,262936.6,406072.4,478469.6,377180.4,290973.2,320709.8,273011,379213,504574.2,370508.4,Thrombospondin-4 OS=Homo sapiens OX=9606 GN=THBS4 PE=1 SV=2
Q9BZQ8,6,6,730517.67,744142.5,627514.17,717965.17,701895.83,705468,708603.67,768043,651557.83,670476.5,740190.83,692989.5,Protein Niban 1 OS=Homo sapiens OX=9606 GN=NIBAN1 PE=1 SV=1
P52272,3,3,256450.33,225987.67,240092.67,229443,241915.33,264079.67,248757,233245.67,249291.67,214266.33,255113.67,259408,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3
Q6P5Q4,3,3,431495.67,465489,410392.67,602546.33,539036,516861.67,418551.33,480439.33,426117,562692,568445,507719.33,Leiomodin-2 OS=Homo sapiens OX=9606 GN=LMOD2 PE=1 SV=2
P11177,3,3,744240.67,730157,723721.33,750549.67,685512.67,1302674.67,721914.67,753608,751451.33,700905.67,722913.67,1279632.67,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3"
Q969Z3,2,2,759232,707374.5,668669,655218.5,608549.5,692784,736456.5,730094,694289.5,611880,641751,680529.5,Mitochondrial amidoxime reducing component 2 OS=Homo sapiens OX=9606 GN=MTARC2 PE=1 SV=1
O75521,2,2,466655.5,438696,376264.5,442485,313401.5,458159.5,452657,452785.5,390681,413217.5,330500,450055.5,Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4
Q6NVY1,3,3,451820,512161.67,353033,562403.67,475501.67,495624.67,438266.33,528610.67,366559.67,525204.33,501444.33,486857.67,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2"
Q53GG5,3,3,279052.33,304542.67,305679.67,417761,310621.67,364136.33,270681,314324,317391.67,390128.67,327568.67,357695.33,PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1
Q8WUZ0,2,2,103786.5,144908,95878.5,107441.5,82444.5,117488,100673,149561.5,99552,100335,86942.5,115409,B-cell CLL/lymphoma 7 protein family member C OS=Homo sapiens OX=9606 GN=BCL7C PE=1 SV=3
P02452,9,9,46394.67,59401.22,63501.11,81976.22,106522.22,121579.89,45002.56,61308.78,65933.78,76553.56,112333.44,119429.11,Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=6
Q13683,6,6,546620.5,589034.5,539919,586252.67,536405.67,557521.67,530222.83,607953,560606.33,547475.67,565671.33,547659.83,Integrin alpha-7 OS=Homo sapiens OX=9606 GN=ITGA7 PE=1 SV=3
Q04446,4,4,1091785.25,1147650,1037499.5,1178462.75,1029707.5,1092680.75,1059033.75,1184510.5,1077252.25,1100515.5,1085887.75,1073353,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3"
Q12931,3,3,565133.67,465385.67,363954.33,493263.33,495056,451738,548180.67,480332.67,377899.33,460637,522065.67,443747.33,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3"
A1L0T0,4,4,128054.5,117029.25,106833.75,160945.75,149626.25,166356.5,124212.5,120787.5,110926.75,150299.75,157789.5,163413.5,2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2
Q96KP4,2,2,297762,301803,289619.5,290344.5,302801.5,306629.5,288829.5,311496,300716.5,271140,319322,301205.5,Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2
Q13838,2,2,174444,169605.5,153622,180398.5,170214.5,173353.5,169210.5,175052.5,159507.5,168466,179501,170287,Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1
Q14974,4,4,753932,727122.25,700464,934684.5,808211,880923.25,731315.75,750475.75,727302.75,872861.5,852306.5,865341,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2
Q00839,5,5,763412.4,764707.2,718551.8,722657.4,618336.2,742758.4,740511.4,789267.8,746083.6,674858.4,652072,729620.2,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6
Q9GZM7,2,2,518893.5,495292.5,492347,702895,666993.5,573196,503327.5,511200.5,511211.5,656403,703384,563057,Tubulointerstitial nephritis antigen-like OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1
P39656,2,2,421665,400994.5,399371,417313,371283.5,383666.5,409015.5,413873,414673,389710.5,391540.5,376880,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4
Q9BYV2,2,2,247603.5,267647,223484,260413.5,204193.5,251651,240175.5,276243,232046.5,243188.5,215334,247199.5,Tripartite motif-containing protein 54 OS=Homo sapiens OX=9606 GN=TRIM54 PE=1 SV=3
Q9BYV6,2,2,247603.5,267647,223484,260413.5,204193.5,251651,240175.5,276243,232046.5,243188.5,215334,247199.5,Tripartite motif-containing protein 55 OS=Homo sapiens OX=9606 GN=TRIM55 PE=1 SV=2
O95210,2,2,130043.5,101914,87564.5,161290.5,174600,177560.5,126142,105187,90919.5,150622,184125.5,174419.5,Starch-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=STBD1 PE=1 SV=1
P13804,2,2,669264,620924.5,559988,826597,763053,734148.5,649187.5,640867,581444.5,771923,804684.5,721162.5,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1"
A6NHQ2,4,4,264605.5,202143.5,243171,225021.5,239654.25,326278.5,256667.75,208635.75,252488,210137.5,252729.25,320507,rRNA/tRNA 2&#039;-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens OX=9606 GN=FBLL1 PE=3 SV=2
P35580,16,16,2303793.75,2028200.75,2059308.19,2361979.62,2074106.69,2308118.88,2234685.75,2093343.12,2138213.31,2205751.44,2187269.19,2267292.81,Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3
A7E2Y1,23,23,7128748.43,6045898.22,6782696.78,7558617.83,5843595.83,7161822.43,6914904.7,6240083.22,7042585.78,7058670.04,6162420.96,7035145.17,Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4
Q14112,9,9,751045.89,696665.44,731723.67,760874,780704.44,707796.44,728516,719041,759760.22,710547.22,823299.11,695276.56,Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3
P27816,6,6,523495.33,508208.5,476614.67,650728.17,677799.83,630036.5,507791.33,524530.83,494876.5,607686.67,714780.17,618892,Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3
P21399,4,4,264420.5,320822,224379.75,316738,289686.25,308728.75,256488,331125.75,232976.75,295787.5,305491,303267.5,Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3
P17987,4,4,443237,538568,416413.25,476801.75,424432.25,428237.5,429940.75,555865.25,432368.25,445264.25,447588.5,420662.5,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1
P00390,2,2,482271.5,462063.5,421403,474872.5,403835,494796,467804.5,476903.5,437549,443462.5,425868,486043.5,"Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2"
Q9BTV4,2,2,252581.5,296451,260000,303728,341585.5,314170.5,245004.5,305972,269961.5,283638,360221.5,308613,Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1
contaminant_NRL_1INDL,3,3,1255253.67,900252.33,1104226,641406.33,976252,490116.33,1217598.67,929166.67,1146535.33,598981.33,1029515.67,481446.67,owl|| Cha255 immunoglobulin fab&#039; fragment (igg1-lambda) complex With...
O15230,18,18,398759,372645.28,374870,372671,387591.89,365154.56,386796.83,384613.61,389233.22,348021.22,408738.33,358695.28,Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8
Q14141,2,2,678260.5,882669,635889.5,963053.5,772559.5,717126,657914,911018.5,660254,899354,814709.5,704441,Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4
Q8NBX0,2,2,675789,582106.5,519358,691416.5,608333,617106,655516.5,600802,539257.5,645684,641523,606190.5,Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens OX=9606 GN=SCCPDH PE=1 SV=1
Q92736,28,28,555557.11,557493.71,527012.43,558185.57,447031.64,484591.68,538891.36,575399.11,547205.29,521265.21,471421.07,476019.75,Ryanodine receptor 2 OS=Homo sapiens OX=9606 GN=RYR2 PE=1 SV=3
O94826,3,3,601402.33,567156.67,553521.33,696698,623521.67,621973.67,583361.33,585372.33,574729.67,650616,657540.67,610971.67,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1
Q6QEF8,2,2,230206,210371,206085,241597,217861,213188,223300,217127.5,213981,225616.5,229746.5,209417,Coronin-6 OS=Homo sapiens OX=9606 GN=CORO6 PE=1 SV=2
P31943,3,3,796254,774569.67,703397.67,855089.67,755687.33,805739.67,772368,799447,730349,798531.33,796917,791487.33,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4
P55795,3,3,796254,774569.67,703397.67,855089.67,755687.33,805739.67,772368,799447,730349,798531.33,796917,791487.33,Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1
Q08209,2,2,582662.5,580746,512722,584045,535890.5,558677,565183.5,599398,532367.5,545414,565128,548794.5,Protein phosphatase 3 catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1
Reverse_sp|Q14CN4|K2C72_HUMAN,2,2,367634,426528,322846.5,362978.5,341970.5,356954,356605.5,440227,335216.5,338969.5,360628,350639.5,"Keratin, type II cytoskeletal 72 OS=Homo sapiens OX=9606 GN=KRT72 PE=1 SV=2"
E9PAV3,5,5,180882,174193.8,161232.2,224359.8,179541.4,188185.6,175455.4,179788.4,167409.6,209519.4,189336.6,184856.6,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1"
P39059,8,8,752460.88,758738,868912,739813.12,704501.5,650383.5,729888.62,783107.25,902205.12,690879.38,742938.5,638879.12,Collagen alpha-1(XV) chain OS=Homo sapiens OX=9606 GN=COL15A1 PE=1 SV=2
Q8N1G4,2,2,405411.5,379034.5,388566.5,392040.5,394614.5,414307,393250,391208,403454.5,366109.5,416144,406978.5,Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1
Q9UHG3,2,2,588479.5,631202,687150,576624,549340,533792.5,570826,651474.5,713479,538484,579311.5,524350.5,Prenylcysteine oxidase 1 OS=Homo sapiens OX=9606 GN=PCYOX1 PE=1 SV=3
Q15233,3,3,660251.67,623735.33,668882.33,536690.67,588355,544046,640445.67,643768.33,694511,501192,620455.33,534422.67,Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4
P50395,3,3,297790.33,264132,273960.67,338843.33,303517.67,341506.67,288856.67,272615,284457.33,316430.67,320077,335465.67,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2
P31150,2,2,389680.5,339968.5,360581.5,443205,396623.5,444408.5,377990.5,350887.5,374397,413890,418262.5,436547.5,Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2
Q16363,8,8,362681.25,344823.88,378294,312796.75,350504.12,291867.25,351801.38,355898.62,392788.25,292107,369626.88,286704.25,Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=4
P11586,3,3,498686.33,530446,539258.67,657715.33,592029.67,595728,483726.67,547483,559920.67,614211.67,624330,585190.33,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4"
Q96B18,2,2,488475,499641.5,463172.5,481714,470547,472141,473821.5,515689,480919,449851.5,496219.5,463789.5,Dapper homolog 3 OS=Homo sapiens OX=9606 GN=DACT3 PE=1 SV=2
Q96HD1,2,2,228147.5,188979,207845.5,212285.5,206853.5,230988.5,221303,195048.5,215809,198244,218139,226902,Protein disulfide isomerase CRELD1 OS=Homo sapiens OX=9606 GN=CRELD1 PE=1 SV=3
contaminant_UBIQUITIN02,5,5,234027.8,228719,189303.6,262870.6,302561,271292.8,227007.2,236064.4,196556.4,245483,319068.2,266493.8,no description
P22314,5,5,234027.8,228719,189303.6,262870.6,302561,271292.8,227007.2,236064.4,196556.4,245483,319068.2,266493.8,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3
O95140,3,3,421082,400263.67,381374.67,443530.33,411958.33,393687.67,408450,413118.67,395987,414193.67,434434,386723.33,Mitofusin-2 OS=Homo sapiens OX=9606 GN=MFN2 PE=1 SV=3
Q9H4M9,3,3,326083.33,313178.67,297232,319896,295508.33,306972.33,316301.33,323237,308620.33,298737,311630.67,301542,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2
Q9HCP6,2,2,525549.5,542827,530153.5,525884,475611,451245,509784,560261.5,550466.5,491100,501559.5,443263,Protein-cysteine N-palmitoyltransferase HHAT-like protein OS=Homo sapiens OX=9606 GN=HHATL PE=1 SV=1
Q9Y3I0,2,2,806147,678167,632281.5,924450.5,760966,790592,781964,699948,656508,863304.5,802483.5,776608,RNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1
P05556,4,4,445659.75,427192.75,406724.5,584490.75,519960,523630.25,432290.5,440913,422308.25,545830.25,548328.5,514367.75,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2
Q15582,3,3,657502,651811.33,547587.33,767246,884561.33,939358,637778.33,672746.33,568568.33,716497.67,932822.33,922742.33,Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1
Q16798,2,2,327444.5,822071,253036,376570,326566,435313,317621.5,848474,262731,351662,344383,427612.5,"NADP-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME3 PE=1 SV=2"
P14866,2,2,427062,421394.5,436000,442319,409471,429543,414251,434929,452705.5,413062.5,431811.5,421945,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2
P59817,3,3,1756640.33,1614345,1637391,1724874.67,1688115,1894600.33,1703945,1666195,1700129.33,1610786.33,1780217.67,1861088.67,Zinc finger protein 280A OS=Homo sapiens OX=9606 GN=ZNF280A PE=1 SV=4
P07602,3,3,1085247.33,802888.67,555090.67,684633,667337.33,713217.33,1052692,828675.67,576359.33,639349,703746.67,700602,Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2
Reverse_sp|Q969V4|TEKT1_HUMAN,2,2,1025085.5,889218,684102.5,1027887,1024950,1002869,994335,917778,710314.5,959899.5,1080871,985130,Tektin-1 OS=Homo sapiens OX=9606 GN=TEKT1 PE=1 SV=1
Q9BXW7,2,2,578602,407188,460388,395696,387462,401483,561245,420266,478028,369523,408601.5,394381,Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Homo sapiens OX=9606 GN=HDHD5 PE=1 SV=1
Reverse_sp|O00744|WN10B_HUMAN,2,2,1213206,1043104,1109597.5,1216396,1073654.5,1051376.5,1176812.5,1076606.5,1152113,1135940,1132232,1032779.5,Protein Wnt-10b OS=Homo sapiens OX=9606 GN=WNT10B PE=1 SV=2
Q14126,5,5,219660.2,205172.8,217007.4,208728.6,188435,182416.6,213070.6,211762.2,225322,194922.2,198715.4,179189.4,Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2
O94889,2,2,178466.5,158780.5,175274,145739,159483,175336.5,173112.5,163879.5,181989.5,136099,168184,172235,Kelch-like protein 18 OS=Homo sapiens OX=9606 GN=KLHL18 PE=1 SV=3
P26641,2,2,574555,677823,427565,611141.5,558324,579161.5,557319.5,699593,443947.5,570718.5,588785.5,568916.5,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3
P02751,13,13,346701.69,383522.46,353773.62,370115.38,443239.31,434025.69,336301.08,395840.08,367328.31,345634.38,467421.92,426348.08,Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5
Q9Y6C2,3,3,611111,586235,572337.33,622508.33,665768.33,686302.67,592778.67,605063.33,594266.67,581333.33,702092.33,674163,EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3
P55290,3,3,207852,189678,191017,158861,118499.67,138603.33,201616.33,195769.67,198335.33,148353.33,124964.67,136151,Cadherin-13 OS=Homo sapiens OX=9606 GN=CDH13 PE=1 SV=1
Reverse_sp|Q9NVH1|DJC11_HUMAN,2,2,1285625.5,1139295.5,1046344.5,1147140,955715,1267812,1247059.5,1175887.5,1086436.5,1071265,1007858.5,1245387,DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2
Q9NP74,3,3,467246.67,491435,455812.33,496680.33,453210.33,450504.67,453230,507219,473277,463828,477936.67,442535.67,Palmdelphin OS=Homo sapiens OX=9606 GN=PALMD PE=1 SV=1
P31948,2,2,196682,182423,204080.5,257721,247420,223752,190781.5,188281.5,211899.5,240674.5,260919,219794,Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1
P32418,4,4,806667,733022,725599.25,779798.75,617575.75,678942,782468.75,756565.25,753401,728220.25,651270,666932.5,Sodium/calcium exchanger 1 OS=Homo sapiens OX=9606 GN=SLC8A1 PE=1 SV=3
Q14697,3,3,437624.67,455013,383591,513029,548125.67,519261.33,424496.33,469627,398288,479095.33,578030.67,510076.33,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3
Q05682,4,4,577494.25,521397.5,484014.75,547915.5,592439.25,606039.75,560170.5,538143.5,502560.25,511674.5,624762.5,595319.75,Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3
Q86WU2,2,2,402674,463713,465907.5,479009.5,433137,515489.5,390594,478606,483759,447326,456768.5,506371,"Probable D-lactate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=LDHD PE=1 SV=1"
Q9NSE4,5,5,384250.2,386767.2,416594,416314.8,384301.2,380716.6,372723.2,399189,432556,388778.2,405268,373982,"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2"
Q86UT6,3,3,677942.33,693783,705699.33,580774.67,603772.33,600329.67,657605.33,716065.67,732739,542360.33,636713.67,589710.67,NLR family member X1 OS=Homo sapiens OX=9606 GN=NLRX1 PE=1 SV=1
B3KS81,2,2,3089475,2945081,2668460.5,2944165,2276744,2765922,2996799,3039672.5,2770706,2749430,2400962.5,2716998.5,Serine/arginine repetitive matrix protein 5 OS=Homo sapiens OX=9606 GN=SRRM5 PE=1 SV=3
Q6P2P2,2,2,1053096.5,962911,1011468,1138059.5,1003424,1117185.5,1021505.5,993838,1050223.5,1062784.5,1058170.5,1097424.5,Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1
P49747,2,2,942488,962973.5,839344,1161505.5,1153156,1045741,914215,993902.5,871504,1084680,1216071.5,1027243.5,Cartilage oligomeric matrix protein OS=Homo sapiens OX=9606 GN=COMP PE=1 SV=2
O00429,2,2,554056,535710,524260,558829.5,494918.5,469755,537435.5,552916,544347.5,521866.5,521920.5,461445.5,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2
Reverse_sp|Q7Z353|HDX_HUMAN,2,2,1435626.5,1280374.5,1294868.5,1581621,1243650.5,1374896,1392561,1321498,1344483,1477008,1311503.5,1350576.5,Highly divergent homeobox OS=Homo sapiens OX=9606 GN=HDX PE=1 SV=1
Q6PI48,3,3,404452.33,529840.67,543375.33,387387.33,439357,411590,392319.33,546857.67,564195,361764,463327.67,404309.67,"Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1"
P85298,2,2,348723.5,343992.5,342538.5,347460,342230.5,343806.5,338262,355040.5,355663,324477.5,360902,337724.5,Rho GTPase-activating protein 8 OS=Homo sapiens OX=9606 GN=ARHGAP8 PE=1 SV=1
P58107,3,3,245616.33,245392.67,258240.67,257030.33,262442.67,254117,238248,253274,268135,240029.33,276761.33,249621.67,Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3
O75923,7,7,433707.43,428890.43,382764,508767.29,384451.57,363143.43,420696.86,442665.29,397429.57,475115.57,405426.57,356719.71,Dysferlin OS=Homo sapiens OX=9606 GN=DYSF PE=1 SV=1
A6NGR9,2,2,665923.5,894199,592306.5,599656,494595.5,533071,645947,922919,615001,559993,521580,523641.5,Maestro heat-like repeat-containing protein family member 6 OS=Homo sapiens OX=9606 GN=MROH6 PE=4 SV=2
Q8WXI4,2,2,411344.5,464720.5,469324,698613,606762.5,555818,399004.5,479646,487306,652404.5,639867,545986.5,Acyl-coenzyme A thioesterase 11 OS=Homo sapiens OX=9606 GN=ACOT11 PE=1 SV=1
O14773,4,4,458302.75,419943.25,333861.5,371419.5,405587,386868.75,444554.5,433430.75,346653.25,346852.25,427715.25,380025.25,Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2
Q14409,2,2,347067.5,341634,342498,369140,330643,372196,336656,352606.5,355620.5,344723.5,348682.5,365612.5,Glycerol kinase 3 OS=Homo sapiens OX=9606 GN=GK3P PE=2 SV=2
A6PVC2,2,2,8958378.5,7510049.5,8871213.5,9579537,7526918.5,9037851.5,8689651,7751261,9211127,8945920,7937585,8877991.5,Protein monoglycylase TTLL8 OS=Homo sapiens OX=9606 GN=TTLL8 PE=2 SV=4
Q9BR39,2,2,522240,488836.5,461208.5,524082,491251.5,458570,506574,504536.5,478880,489417.5,518053.5,450458,Junctophilin-2 OS=Homo sapiens OX=9606 GN=JPH2 PE=1 SV=2
Reverse_sp|Q96NL6|SCLT1_HUMAN,3,3,526374.67,491395.67,491182,549132,529007,522820.67,510584.33,507178.33,510002,512810.33,557869,513572.67,Sodium channel and clathrin linker 1 OS=Homo sapiens OX=9606 GN=SCLT1 PE=1 SV=2
Q07065,2,2,305165,325043.5,281924,320865,287253,290062.5,296010.5,335482.5,292726,299642,302925,284931,Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2
P98095,3,3,252465.67,224215.33,235997.67,252712,228981.67,248381.33,244892,231416.33,245040,235996.67,241474.33,243987.67,Fibulin-2 OS=Homo sapiens OX=9606 GN=FBLN2 PE=1 SV=2
